TBLID,GEOID,GEONAME,PROFLN,TITLE,ESTIMATE_1,MG_ERROR_1,ESTIMATE_2,MG_ERROR_2,ESTIMATE_3,MG_ERROR_3,ESTIMATE_4,MG_ERROR_4,ESTIMATE_5,MG_ERROR_5,ESTIMATE_6,MG_ERROR_6,ESTIMATE_7,MG_ERROR_7,ESTIMATE_8,MG_ERROR_8,OCC_CODE,OCC_DESCRIPTION
EEOALL10W,C2100US,United States - Place of Work,40,Percent,3.1,+/-0.1,0.1,+/-0.1,2.8,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,10,Top executives
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,10,Top executives
EEOALL10W,C2100US,United States - Place of Work,41,Number,"15,005",+/-879,485,+/-155,"12,950",+/-790,775,+/-178,100,+/-65,510,+/-166,4,+/-2,185,+/-68,10,Top executives
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.7,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,10,Top executives
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,1,Number,"477,375","+/-5,984","49,870","+/-1,892","352,885","+/-5,410","26,370","+/-1,356","1,335",+/-244,"33,735","+/-1,303",310,+/-122,"12,875",+/-963,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,2,Percent,45.3,+/-0.4,4.7,+/-0.2,33.5,+/-0.4,2.5,+/-0.1,0.1,+/-0.1,3.2,+/-0.1,0,+/-0.1,1.2,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,3,Number,"213,890","+/-4,051","23,235","+/-1,354","156,345","+/-3,662","12,805",+/-855,600,+/-179,"14,660",+/-791,185,+/-99,"6,060",+/-678,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,4,Percent,20.3,+/-0.3,2.2,+/-0.1,14.8,+/-0.3,1.2,+/-0.1,0.1,+/-0.1,1.4,+/-0.1,0,+/-0.1,0.6,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,5,Number,"263,485","+/-3,633","26,635","+/-1,186","196,540","+/-3,090","13,565",+/-975,735,+/-165,"19,075","+/-1,031",120,+/-75,"6,810",+/-628,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,6,Percent,25,+/-0.3,2.5,+/-0.1,18.6,+/-0.3,1.3,+/-0.1,0.1,+/-0.1,1.8,+/-0.1,0,+/-0.1,0.6,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,7,Number,"133,680","+/-2,213","12,520",+/-907,"101,810","+/-1,946","7,985",+/-701,420,+/-148,"8,580",+/-678,170,+/-88,"2,190",+/-264,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,8,Percent,12.7,+/-0.2,1.2,+/-0.1,9.7,+/-0.2,0.8,+/-0.1,0,+/-0.1,0.8,+/-0.1,0,+/-0.1,0.2,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,9,Number,"75,245","+/-1,789","6,940",+/-695,"57,305","+/-1,605","4,520",+/-541,245,+/-120,"4,900",+/-505,80,+/-63,"1,260",+/-229,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,10,Percent,7.1,+/-0.2,0.7,+/-0.1,5.4,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,11,Number,"58,435","+/-1,464","5,585",+/-543,"44,505","+/-1,092","3,470",+/-443,175,+/-89,"3,685",+/-398,90,+/-75,930,+/-169,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,12,Percent,5.5,+/-0.1,0.5,+/-0.1,4.2,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,13,Number,"136,660","+/-2,691","11,050",+/-851,"110,095","+/-2,267","6,210",+/-569,335,+/-123,"6,970",+/-564,10,+/-20,"1,980",+/-322,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,14,Percent,13,+/-0.2,1,+/-0.1,10.4,+/-0.2,0.6,+/-0.1,0,+/-0.1,0.7,+/-0.1,0,+/-0.1,0.2,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,15,Number,"76,175","+/-2,019","6,470",+/-654,"62,255","+/-1,713","2,395",+/-369,165,+/-92,"4,000",+/-459,0,+/-27,890,+/-200,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,16,Percent,7.2,+/-0.2,0.6,+/-0.1,5.9,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,17,Number,"60,485","+/-1,531","4,580",+/-540,"47,840","+/-1,343","3,815",+/-432,175,+/-77,"2,970",+/-336,10,+/-20,"1,095",+/-259,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,18,Percent,5.7,+/-0.1,0.4,+/-0.1,4.5,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,19,Number,"122,890","+/-2,634","7,810",+/-597,"103,755","+/-2,288","4,920",+/-554,270,+/-142,"4,640",+/-434,50,+/-55,"1,445",+/-246,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,20,Percent,11.7,+/-0.2,0.7,+/-0.1,9.8,+/-0.2,0.5,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,21,Number,"71,515","+/-2,043","4,645",+/-496,"60,865","+/-1,720","2,380",+/-440,165,+/-136,"2,700",+/-333,35,+/-46,725,+/-162,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,22,Percent,6.8,+/-0.2,0.4,+/-0.1,5.8,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,23,Number,"51,375","+/-1,657","3,165",+/-400,"42,890","+/-1,497","2,535",+/-405,105,+/-48,"1,940",+/-271,15,+/-21,720,+/-192,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,24,Percent,4.9,+/-0.2,0.3,+/-0.1,4.1,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,25,Number,"94,140","+/-2,016","5,380",+/-499,"81,475","+/-1,876","3,560",+/-446,135,+/-66,"2,610",+/-362,165,+/-118,815,+/-190,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,26,Percent,8.9,+/-0.2,0.5,+/-0.1,7.7,+/-0.2,0.3,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,27,Number,"55,615","+/-1,392","3,145",+/-400,"49,120","+/-1,345","1,395",+/-221,40,+/-29,"1,435",+/-250,65,+/-65,405,+/-134,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,28,Percent,5.3,+/-0.1,0.3,+/-0.1,4.7,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,28.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,29,Number,"38,525","+/-1,484","2,235",+/-312,"32,355","+/-1,237","2,165",+/-413,90,+/-54,"1,175",+/-263,95,+/-93,410,+/-144,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,30,Percent,3.7,+/-0.1,0.2,+/-0.1,3.1,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,30.8,60 to 69 years,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,30.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,31,Number,"80,150","+/-1,880","3,350",+/-433,"71,025","+/-1,632","2,600",+/-321,95,+/-47,"2,250",+/-329,60,+/-43,775,+/-193,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,32,Percent,7.6,+/-0.2,0.3,+/-0.1,6.7,+/-0.2,0.2,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,32.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,33,Number,"52,260","+/-1,291","2,225",+/-372,"46,515","+/-1,127","1,430",+/-256,40,+/-30,"1,460",+/-267,50,+/-35,540,+/-168,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,34,Percent,5,+/-0.1,0.2,+/-0.1,4.4,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,34.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,35,Number,"27,890","+/-1,041","1,125",+/-239,"24,505",+/-963,"1,170",+/-255,60,+/-35,790,+/-180,10,+/-17,230,+/-83,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,36,Percent,2.6,+/-0.1,0.1,+/-0.1,2.3,+/-0.1,0.1,+/-0.1,0,+/-0.1,0.1,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,36.8,70 years and over,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,36.9,"Total, both sexes",,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,37,Number,"9,630",+/-635,340,+/-134,"8,745",+/-567,290,+/-130,4,+/-12,135,+/-62,0,+/-27,110,+/-101,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,38,Percent,0.9,+/-0.1,0,+/-0.1,0.8,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,38.9,Male,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,39,Number,"6,840",+/-523,320,+/-131,"6,170",+/-493,155,+/-63,4,+/-12,110,+/-62,0,+/-27,85,+/-101,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,40,Percent,0.6,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,40.9,Female,,,,,,,,,,,,,,,,,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,41,Number,"2,790",+/-306,20,+/-21,"2,580",+/-278,140,+/-113,0,+/-27,20,+/-30,0,+/-27,30,+/-26,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,42,Percent,0.3,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,0,+/-0.1,40,"Advertising, marketing, promotions, public relations, and sales managers"
EEOALL10W,C2100US,United States - Place of Work,0.8,16 to 39 years,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,0.9,"Total, both sexes",,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,1,Number,"450,315","+/-5,724","74,450","+/-2,387","284,470","+/-4,093","40,910","+/-1,838","1,520",+/-301,"37,960","+/-1,367",495,+/-189,"10,510",+/-892,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,2,Percent,38.8,+/-0.3,6.4,+/-0.2,24.5,+/-0.3,3.5,+/-0.2,0.1,+/-0.1,3.3,+/-0.1,0,+/-0.1,0.9,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,2.9,Male,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,3,Number,"222,735","+/-3,739","33,690","+/-1,682","146,805","+/-2,775","16,150","+/-1,097",395,+/-189,"20,700","+/-1,170",205,+/-108,"4,795",+/-517,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,4,Percent,19.2,+/-0.3,2.9,+/-0.1,12.6,+/-0.2,1.4,+/-0.1,0,+/-0.1,1.8,+/-0.1,0,+/-0.1,0.4,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,4.9,Female,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,5,Number,"227,580","+/-3,766","40,765","+/-1,573","137,665","+/-2,914","24,760","+/-1,381","1,125",+/-216,"17,265",+/-926,285,+/-144,"5,715",+/-584,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,6,Percent,19.6,+/-0.3,3.5,+/-0.1,11.9,+/-0.2,2.1,+/-0.1,0.1,+/-0.1,1.5,+/-0.1,0,+/-0.1,0.5,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,6.8,40 to 44 years,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,6.9,"Total, both sexes",,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,7,Number,"151,490","+/-2,971","17,965",+/-949,"101,695","+/-2,336","13,835",+/-900,470,+/-154,"14,495",+/-822,185,+/-107,"2,840",+/-346,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,8,Percent,13,+/-0.2,1.5,+/-0.1,8.8,+/-0.2,1.2,+/-0.1,0,+/-0.1,1.2,+/-0.1,0,+/-0.1,0.2,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,8.9,Male,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,9,Number,"73,005","+/-1,803","8,880",+/-790,"50,330","+/-1,407","4,955",+/-555,180,+/-106,"7,365",+/-566,80,+/-50,"1,215",+/-227,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,10,Percent,6.3,+/-0.1,0.8,+/-0.1,4.3,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,10.9,Female,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,11,Number,"78,485","+/-2,178","9,085",+/-685,"51,365","+/-1,560","8,880",+/-782,290,+/-106,"7,130",+/-529,105,+/-83,"1,625",+/-252,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,12,Percent,6.8,+/-0.2,0.8,+/-0.1,4.4,+/-0.1,0.8,+/-0.1,0,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,12.8,45 to 49 years,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,12.9,"Total, both sexes",,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,13,Number,"154,975","+/-2,960","13,845",+/-881,"115,920","+/-2,375","11,335",+/-792,470,+/-148,"11,120",+/-672,155,+/-83,"2,130",+/-257,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,14,Percent,13.3,+/-0.2,1.2,+/-0.1,10,+/-0.2,1,+/-0.1,0,+/-0.1,1,+/-0.1,0,+/-0.1,0.2,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,14.9,Male,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,15,Number,"72,335","+/-1,914","5,495",+/-532,"56,570","+/-1,656","4,155",+/-520,150,+/-77,"4,925",+/-463,60,+/-51,980,+/-204,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,16,Percent,6.2,+/-0.2,0.5,+/-0.1,4.9,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,16.9,Female,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,17,Number,"82,640","+/-1,983","8,350",+/-694,"59,350","+/-1,615","7,180",+/-574,320,+/-131,"6,195",+/-513,95,+/-60,"1,155",+/-196,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,18,Percent,7.1,+/-0.2,0.7,+/-0.1,5.1,+/-0.1,0.6,+/-0.1,0,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,18.8,50 to 54 years,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,18.9,"Total, both sexes",,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,19,Number,"150,000","+/-3,059","10,905",+/-742,"118,535","+/-2,470","10,715",+/-886,405,+/-103,"7,820",+/-590,165,+/-75,"1,455",+/-261,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,20,Percent,12.9,+/-0.2,0.9,+/-0.1,10.2,+/-0.2,0.9,+/-0.1,0,+/-0.1,0.7,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,20.9,Male,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,21,Number,"64,210","+/-1,843","4,555",+/-501,"52,400","+/-1,636","3,160",+/-434,115,+/-66,"3,330",+/-337,85,+/-67,565,+/-148,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,22,Percent,5.5,+/-0.1,0.4,+/-0.1,4.5,+/-0.1,0.3,+/-0.1,0,+/-0.1,0.3,+/-0.1,0,+/-0.1,0,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,22.9,Female,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,23,Number,"85,790","+/-2,106","6,350",+/-512,"66,135","+/-1,760","7,555",+/-719,290,+/-83,"4,490",+/-455,80,+/-58,890,+/-218,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,24,Percent,7.4,+/-0.2,0.5,+/-0.1,5.7,+/-0.1,0.7,+/-0.1,0,+/-0.1,0.4,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,24.8,55 to 59 years,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,24.9,"Total, both sexes",,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,25,Number,"127,760","+/-2,143","7,370",+/-577,"105,125","+/-2,025","7,460",+/-687,350,+/-112,"6,060",+/-455,195,+/-106,"1,205",+/-220,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,26,Percent,11,+/-0.2,0.6,+/-0.1,9.1,+/-0.2,0.6,+/-0.1,0,+/-0.1,0.5,+/-0.1,0,+/-0.1,0.1,+/-0.1,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,26.9,Male,,,,,,,,,,,,,,,,,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,27,Number,"53,040","+/-1,490","3,075",+/-325,"44,475","+/-1,354","2,260",+/-374,95,+/-52,"2,535",+/-309,90,+/-70,520,+/-156,120,Financial managers
EEOALL10W,C2100US,United States - Place of Work,28,Percent,4.6,+/-0.1,0.3,+/-0.1,3.8,+/-0.1,0.2,+/-0.1,0,+/-0.1,0.2,+/-0.1,0,+/-0.1,0,+/-0.1,120,Financial managers
